I2EPC281,2017,12,20,0
I2EPC281,2017,11,3,0
J3J343OM,2018,9,8,0
J3J343OM,2017,2,13,0
J3J343OM,2017,5,12,0
J3J343OM,2017,11,10,0
J3J343OM,2018,3,7,0
J3J343OM,2017,3,4,0
J3J343OM,2017,10,3,0
J3J343OM,2018,10,14,0
J3J343OM,2018,5,20,0
J3J343OM,2018,7,7,0
J3J343OM,2016,12,15,0
J3J343OM,2018,12,3,0
XZ3F3K96,2018,4,4,0
XZ3F3K96,2018,6,8,0
XZ3F3K96,2017,5,6,0
XZ3F3K96,2017,1,7,0
XZ3F3K96,2017,2,9,0
XZ3F3K96,2018,12,2,0
XZ3F3K96,2017,7,17,0
XZ3F3K96,2018,7,8,0
XZ3F3K96,2017,6,19,0
T69K9A18,2018,9,10,0
T69K9A18,2017,5,4,0
T69K9A18,2018,8,16,0
T69K9A18,2018,7,7,0
T69K9A18,2018,4,8,0
T69K9A18,2017,9,4,0
T69K9A18,2018,10,4,0
T69K9A18,2018,2,13,0
R5V5BNMF,2017,2,6,0
R5V5BNMF,2018,1,7,0
R5V5BNMF,2017,7,10,0
R5V5BNMF,2016,12,6,0
R5V5BNMF,2017,6,8,0
R5V5BNMF,2018,9,12,0
R5V5BNMF,2018,6,6,0
R5V5BNMF,2018,2,6,0
R5V5BNMF,2018,3,10,0
R5V5BNMF,2018,7,8,0
R5V5BNMF,2017,4,11,0
QCO75924,2017,7,18,0
QCO75924,2018,5,17,0
QCO75924,2018,2,11,0
QCO75924,2018,4,12,0
QCO75924,2018,7,8,0
QCO75924,2018,1,17,0
QCO75924,2018,12,13,0
QCO75924,2018,10,10,0
QCO75924,2017,6,7,0
QCO75924,2016,12,12,0
XO5EER3A,2018,9,5,0
XO5EER3A,2018,10,7,0
XO5EER3A,2018,12,13,0
XO5EER3A,2017,10,11,0
XO5EER3A,2017,4,18,0
XO5EER3A,2016,12,20,0
TXEV64YX,2018,5,11,0
TXEV64YX,2018,11,3,0
TXEV64YX,2017,4,4,0
TXEV64YX,2018,2,8,0
TXEV64YX,2017,12,17,0
TXEV64YX,2018,8,14,0
Y3L31C18,2018,12,2,0
Y3L31C18,2017,3,10,0
Y3L31C18,2018,5,12,0
Y3L31C18,2017,1,10,0
Y3L31C18,2017,9,6,0
Y3L31C18,2018,6,11,0
Y3L31C18,2018,11,19,0
Y3L31C18,2017,7,15,0
Y3L31C18,2017,12,9,0
Y3L31C18,2017,6,12,0
XO5EER3A,2018,5,33,571.44
TXEV64YX,2017,2,24,611.056
TXEV64YX,2017,6,26,611.056
TXEV64YX,2017,11,26,611.056
TXEV64YX,2017,9,28,611.056
Y3L31C18,2018,9,21,641.983
